name,company_founded,industry,company_type,location,wealth_worth_in_billions,wealth_how_industry,type_of_investor,number_of_deals,portfolio_size,website,most_recent_deal
Pierre Papillaud,1990,bottled water,new,Europe,1.6,Mining and metals,angel,0,0,,
PNC Menon,1995,real estate,new,Middle East/North Africa,1.1,Real Estate,angel,0,0,,
Pollyanna Chu,1992,investment,new,East Asia,1.6,Money Management,angel,0,0,,
Polys Haji-Ioannou,1995,airplanes,new,Europe,1.8,"Retail, Restaurant",angel,0,0,,
Prasert Prasarttong-Osoth,1969,hospitals,new,East Asia,1.8,Real Estate,angel,0,0,,
Prince Alwaleed Bin Talal Alsaud,1980,construction/real estate/banking,new,Middle East/North Africa,20.4,Diversified financial,angel,0,0,,
Prince Sultan bin Mohammed bin Saud Al Kabeer,1997,dairy,new,Middle East/North Africa,3.5,Consumer,angel,0,0,,
Pyotr Aven,1989,financial services,new,Europe,6.1,Energy,angel,0,0,,
Pyotr Kondrashev,1925,fertilizers,privatization,Europe,1.4,Consumer,angel,0,0,,
Qi Xiangdong,2005,internet company,new,East Asia,1.2,Technology-Computer,angel,0,0,,
Qiu Guanghe,1996,retail,new,East Asia,2.7,"Retail, Restaurant",angel,0,0,,
Que Wenbin,2001,pharmaceuticals,new,East Asia,1.1,Technology-Medical,angel,0,0,,
Quek Leng Chan,1963,financial services,new,East Asia,6.4,Money Management,angel,0,0,,
R Budi Hartono,1951,tobacco,new,East Asia,7.6,Money Management,angel,0,0,,
Radovan Vitek,1997,real estate,aquired,Europe,1.4,Real Estate,angel,0,0,,
Rafael Del Pino y Calvo-Sotelo,1952,construction,new,Europe,3.4,Constrution,angel,0,0,,
Rafaela Aponte,1970,shipping,new,Europe,3.2,Other,angel,0,0,,
Rahel Blocher,1936,petrochemicals,aquired,Europe,2.9,Non-consumer industrial,angel,0,0,,
Rahul Bajaj,1926,automobiles,new,South Asia,1.9,Consumer,angel,0,0,,
Raj Kumar & Kishin RK,1947,real estate,new,East Asia,2.1,Real Estate,angel,0,0,,
Cheung Yan,1995,paper,new,East Asia,1.1,Consumer,angel,0,0,,
Rakesh Jhunjhunwala,1968,pharmaceuticals,new,South Asia,1.2,Other,angel,0,0,,
Ralph Dommermuth,1988,internet provider,new,Europe,4.2,Technology-Computer,angel,0,0,,
Ralph Lauren,1967,clothing,new,North America,7,Consumer,angel,0,0,,
Ralph Sonnenberg,1919,architectural products,new,Europe,1.7,Consumer,angel,0,0,,
Randa Williams,1968,natural gas,new,North America,6.3,Non-consumer industrial,angel,0,0,,
Randal Kirk,1984,biotech investing,new,North America,4,Technology-Medical,angel,0,0,,
Ranjan Pai,1953,education,new,South Asia,1.4,Other,angel,0,0,,
Ravi Jaipuria,1960,soft drinks,new,South Asia,1.5,Consumer,angel,0,0,,
Ravi Pillai,1979,construction,new,South Asia,1.8,Constrution,angel,0,0,,
Ray Dalio,1975,hedge funds,new,North America,14.4,Hedge funds,angel,0,0,,
Ray Davis,1995,gas pipeline,aquired,North America,1.6,Non-consumer industrial,angel,0,0,,
Ray Lee Hunt,1934,oil,new,North America,5.6,Energy,angel,0,0,,
Regina de Camargo Pires Oliveira Dias,1939,construction,new,Latin America,2.2,Constrution,angel,0,0,,
Reid Hoffman,2002,internet,new,North America,3.6,Technology-Computer,angel,0,0,,
Reinfried Pohl,1975,financial services,new,Europe,2.1,Money Management,angel,0,0,,
Reinhold Schmieding,1981,medical supplies,new,North America,2.6,Technology-Medical,angel,0,0,,
Reinhold Wuerth,1945,screws,new,Europe,7.7,Non-consumer industrial,angel,0,0,,
Reinold Geiger,1976,cosmetics,aquired,Europe,1.3,Consumer,angel,0,0,,
Remo Ruffini,1954,winter jackets,aquired,Europe,1.4,Consumer,angel,0,0,,
Renata de Camargo Nascimento,1939,construction,new,Latin America,2.2,Constrution,angel,0,0,,
Renate Reimann-Haas,1923,consumer goods,aquired,Europe,3.3,Consumer,angel,0,0,,
Renzo Rosso,1978,fashion,new,Europe,3.3,Consumer,angel,0,0,,
Ricardo Salinas Pliego,1906,telecommunications,new,Latin America,8.3,"Retail, Restaurant",angel,0,0,,
Richard Chandler,1986,private equity,new,North America,2.8,Diversified financial,angel,0,0,,
Richard Chang,1984,electronics,new,East Asia,1,Real Estate,angel,0,0,,
Richard Chilton Jr,1992,investment banking,new,North America,1.4,Hedge funds,angel,0,0,,
Richard Desmond,1974,media,new,Europe,2.4,Media,angel,0,0,,
Richard DeVos,1959,consumer goods,new,North America,6.9,Consumer,angel,0,0,,
Richard Elman,1989,commodities,new,Europe,1.6,Mining and metals,angel,0,0,,
Richard Hayne,1970,retail,new,North America,1.5,Consumer,angel,0,0,,
Richard Kinder,1997,energy,new,North America,9.5,Non-consumer industrial,angel,0,0,,
Richard LeFrak,1883,real estate,new,North America,6.1,Real Estate,angel,0,0,,
Richard Li,1971,real estate,new,East Asia,1.9,Media,angel,0,0,,
Richard Marriott,1927,hotels,new,North America,2.3,Real Estate,angel,0,0,,
Richard Oetker,1891,retail,new,Europe,1.7,Consumer,angel,0,0,,
Richard Peery,1960,real estate,new,North America,2.2,Real Estate,angel,0,0,,
Richard Rainwater,1986,hedge funds,new,North America,2.6,Real Estate,angel,0,0,,
Richard Scaife,1869,"banking, oil, aluminum",new,North America,1.5,Diversified financial,angel,0,0,,
Richard Schulze,1966,retail,new,North America,2.1,"Retail, Restaurant",angel,0,0,,
"Richard Yuengling, Jr.",1829,beer,new,North America,1.4,Consumer,angel,0,0,,
Riley Bechtel,1898,construction,new,North America,3.9,Constrution,angel,0,0,,
Rinat Akhmetov,2000,industrial manufacturing and banking,,Europe,12.5,Non-consumer industrial,angel,0,0,,
Rishad Naoroji,1897,security,new,South Asia,1.8,Consumer,angel,0,0,,
Robert & Philip Ng,1970,real estate,new,East Asia,11,Real Estate,angel,0,0,,
Robert Bass,1919,oil,new,North America,2.8,Energy,angel,0,0,,
Robert Citrone,1999,hedge funds,new,North America,1.1,Hedge funds,angel,0,0,,
Robert Coyiuto Jr,1981,"insurancei, power",new,East Asia,1.5,Energy,angel,0,0,,
Robert Duggan,1991,pharmaceuticals,aquired,North America,1.9,Technology-Medical,angel,0,0,,
Robert Ell,1976,construction,new,North America,1.1,Real Estate,angel,0,0,,
Robert Fisher,1969,clothing ,new,North America,2,Consumer,angel,0,0,,
Robert Ingham,1918,agriculture,new,North America,1,Consumer,angel,0,0,,
Robert Kraft,1972,paper products,new,North America,2.9,Other,angel,0,0,,
Robert Kuok,1971,hotels,new,East Asia,11.5,Diversified financial,angel,0,0,,
Robert McNair,1983,cogeneration,new,North America,2,Energy,angel,0,0,,
Robert Miller CA,1968,electronics,new,North America,2.3,"Retail, Restaurant",angel,0,0,,
Robert Miller UK,1963,retail,new,Europe,1.6,"Retail, Restaurant",angel,0,0,,
Robert Pera,2005,wireless products,new,North America,2.7,Technology-Computer,angel,0,0,,
Robert Piccinini,1952,groceries,new,North America,1.1,"Retail, Restaurant",angel,0,0,,
"Robert Rich, Jr.",1945,frozen foods,new,North America,3,Consumer,angel,0,0,,
Robert Rowling,1980,oil,new,North America,4.9,Diversified financial,angel,0,0,,
Robert Ziff,1928,publishing,new,North America,4.8,Diversified financial,angel,0,0,,
Roberta Anamaria Civita,1950,media,new,Latin America,1.1,Media,angel,0,0,,
Roberto Angelini Rossi,1955,forestry and mining,new,Latin America,1.6,Mining and metals,angel,0,0,,
IPV Capital,,food & beverages,,Shanghai,0,,vc,0,0,ipvcap.com,2016-04-27
Roberto Hernandez Ramirez,1884,banking,aquired,Latin America,1.8,Money Management,angel,0,0,,
Robin Li,2000,internet,new,East Asia,12.1,Technology-Computer,angel,0,0,,
Rodney Lewis,1983,oil and natural gas,new,North America,2.4,Energy,angel,0,0,,
Roger Penske,1965,automobiles,new,North America,1.4,Consumer,angel,0,0,,
Roger Wang,1992,retail,new,North America,3.1,"Retail, Restaurant",angel,0,0,,
Rolf Gerling,1904,insurance,new,Europe,1.7,Money Management,angel,0,0,,
Roman Abramovich,1988,private investment company,new,Europe,9.1,Non-consumer industrial,angel,0,0,,
Roman Avdeev,1994,banking,new,Europe,1.4,Money Management,angel,0,0,,
Romesh T. Wadhwani,2002,private equity,new,North America,2.2,Technology-Computer,angel,0,0,,
Ron Baron,1982,investment banking,new,North America,2,Money Management,angel,0,0,,
Ron Burkle,1986,private equity,new,North America,2.7,"Retail, Restaurant",angel,0,0,,
Ron Sim,1980,retail,new,East Asia,1.2,"Retail, Restaurant",angel,0,0,,
Ronald Joyce,1967,restaurant,new,North America,1.2,"Retail, Restaurant",angel,0,0,,
Ronald Lauder,1946,makeup,new,North America,3.7,Consumer,angel,0,0,,
Ronald Perelman,1980,holding company,aquired,North America,14,Private equity/leveraged buyout,angel,0,0,,
Ronald Southern,1947,logistics,new,North America,1.9,Real Estate,angel,0,0,,
Ronald Wanek,1970,furniture,aquired,North America,1.8,Consumer,angel,0,0,,
Rosa Anna Magno Garavoglia,1860,spirits,new,Europe,3.5,Consumer,angel,0,0,,
Rosa Brescia Cafferata,1889,"mining, banking",new,Latin America,1.6,Mining and metals,angel,0,0,,
Rosely Schweizer,1891,retail,new,Europe,1.7,Consumer,angel,0,0,,
Rossana Camargo de Arruda Botelho,1939,construction,new,Latin America,2.2,Constrution,angel,0,0,,
Rostam Azizi,1999,telecom,subsidiary,Sub-Saharan Africa,1,Media,angel,0,0,,
Roustam Tariko,1998,liquor,new,Europe,2,Money Management,angel,0,0,,
Rubens Menin Teixeira de Souza,1979,construction,new,Latin America,1.2,Constrution,angel,0,0,,
Rubens Ometto Silveira Mello,1936,ethanol,aquired,Latin America,1.9,Energy,angel,0,0,,
Rufino Vigil Gonzalez,1991,steel,new,Latin America,1.3,Non-consumer industrial,angel,0,0,,
"Rupert Johnson, Jr.",1947,mutal funds,new,North America,6.2,Money Management,angel,0,0,,
Rupert Murdoch,1923,media,new,North America,13.5,Media,angel,0,0,,
Rustem Sulteev,1991,insurance,new,Europe,1.1,Energy,angel,0,0,,
Ryan Kavanaugh,2004,film,new,North America,1,Media,angel,0,0,,
Ryoichi Jinnai,1962,finance,new,East Asia,1.1,Money Management,angel,0,0,,
S. Curtis Johnson,1886,cleaning supplies,new,North America,3,Consumer,angel,0,0,,
S. Daniel Abraham,1940,beverages,new,North America,2,Consumer,angel,0,0,,
S. Robson Walton,1962,retail, new,North America,34.2,"Retail, Restaurant",angel,0,0,,
S. Truett Cathy,1946,restaurants,new,North America,6.2,"Retail, Restaurant",angel,0,0,,
Saad Hariri,1978,construction,aquired,Middle East/North Africa,1.5,Constrution,angel,0,0,,
Saif Al Ghurair,1960,industrial goods,new,Middle East/North Africa,2.8,Diversified financial,angel,0,0,,
Saleh Kamel,1969,airport maintenance,new,Middle East/North Africa,2.4,Diversified financial,angel,0,0,,
Sam Goi,1969,food manufacturing,aquired,East Asia,2,Consumer,angel,0,0,,
Sam Zell,1968,real estate,new,North America,4.3,Real Estate,angel,0,0,,
Samih Sawiris,1950,construction,new,Middle East/North Africa,1.3,Real Estate,angel,0,0,,
"Samuel Newhouse, Jr.",1909,media,new,North America,9.3,Media,angel,0,0,,
Samuel Tak Lee,1958,real estate,new,East Asia,3,Real Estate,angel,0,0,,
Samuel Yin,0,"retail, financial services, real estate",,East Asia,3.3,Diversified financial,angel,0,0,,
Samvel Karapetyan,1999,real estate,new,Europe,4.3,Other,angel,0,0,,
Sandra Ortega Mera,1975,clothing,new,Europe,6.1,Consumer,angel,0,0,,
Sandro Veronesi,1987,retail,new,Europe,2.1,Consumer,angel,0,0,,
Sara Blakely,2000,apparel,new,North America,1,Consumer,angel,0,0,,
Sarik Tara,1957,construction,new,Middle East/North Africa,3.3,Constrution,angel,0,0,,
Savitri Jindal,1969,steel,new,South Asia,4.9,Non-consumer industrial,angel,0,0,,
Scott Cook,1983,software,new,North America,1.6,Technology-Computer,angel,0,0,,
Scott Duncan,1968,natural gas,new,North America,6.3,Non-consumer industrial,angel,0,0,,
Sebastian Pinera,1976,credit cards,new,Latin America,2.4,Diversified financial,angel,0,0,,
Semahat Arsel,1926,"energy, retail, manufacturing",new,Middle East/North Africa,2.2,Diversified financial,angel,0,0,,
Senapathy Gopalakrishnan,1981,information services,new,South Asia,1.5,Technology-Computer,angel,0,0,,
Seo Jung-Jin,2002,biotech,new,East Asia,1,Technology-Medical,angel,0,0,,
Serge Dassault,1914,aviation,new,Europe,14,Other,angel,0,0,,
Sergei Galitsky,1994,retail,new,Europe,10.3,"Retail, Restaurant",angel,0,0,,
Sergei Katsiev,1998,tobacco,new,Europe,1.5,"Retail, Restaurant",angel,0,0,,
Sergei Kislov,1992,agriculture,new,Europe,1.1,Consumer,angel,0,0,,
Sergei Petrov,1990,auto retail,new,Europe,1,"Retail, Restaurant",angel,0,0,,
Sergei Popov,1996,banking,new,Europe,5.4,Money Management,angel,0,0,,
Sergei Sarkisov,1991,insurance,new,Europe,1.1,Money Management,angel,0,0,,
Sergei Tsikalyuk,1992,insurance,new,Europe,1,Money Management,angel,0,0,,
Sergey Brin,1998, technology, new,North America,31.8,Technology-Computer,angel,0,0,,
Sergio Lins Andrade,1948,construction,new,Latin America,1.5,Constrution,angel,0,0,,
Sergio Mantegazza,1928,travel company,new,Europe,4.7,Other,angel,0,0,,
Serhiy Tihipko,1992,banking,new,Europe,1,Money Management,angel,0,0,,
Seth Klarman,1982,investment mangagment,new,North America,1.3,Diversified financial,angel,0,0,,
Shahid Khan,1956,auto parts,aquired,North America,4.1,Consumer,angel,0,0,,
Shao Genhuo,1994,agribusiness,new,East Asia,1.7,Consumer,angel,0,0,,
Shari Arison,1972,banking,new,Middle East/North Africa,4.7,"Retail, Restaurant",angel,0,0,,
Shashi and Ravi Ruia,1969,steel/oil,new,South Asia,4.9,Diversified financial,angel,0,0,,
Shaul Shani,1961,technology,aquired,Middle East/North Africa,1.3,Technology-Computer,angel,0,0,,
Sheldon Adelson,1952, casinos, acquired,North America,38,Real Estate,angel,0,0,,
Sheldon Solow,1974,real estate,aquired,North America,3.6,Real Estate,angel,0,0,,
Shen Guojun,1988,retail,new,East Asia,2,"Retail, Restaurant",angel,0,0,,
Shen Wenrong,1975,steel,new,East Asia,1.1,Non-consumer industrial,angel,0,0,,
Sheryl Sandberg,2004,internet company,new,North America,1.1,Technology-Computer,angel,0,0,,
Shi Yuzhu,2005,software,new,East Asia,3.1,Technology-Computer,angel,0,0,,
Shigenobu Nagamori,1973,electronics,new,East Asia,2.5,Consumer,angel,0,0,,
Shin Chang-Jae,1958,insurance,new,East Asia,2,Hedge funds,angel,0,0,,
Shin Dong-Bin,1948,retail,new,East Asia,2,"Retail, Restaurant",angel,0,0,,
Shin Dong-Joo,1948,retail,new,East Asia,1.8,"Retail, Restaurant",angel,0,0,,
Shiv Nadar,1976,technology,new,South Asia,11.1,Technology-Computer,angel,0,0,,
Shlomo Eliahu,1955,insurance,new,Middle East/North Africa,1.4,Money Management,angel,0,0,,
Shoji Uehara,1912,pharmaceuticals,new,East Asia,1,Technology-Medical,angel,0,0,,
Sid Bass,1919,oil,new,North America,1.9,Energy,angel,0,0,,
Sidney Kimmel,1970,apparel,new,North America,1.3,"Retail, Restaurant",angel,0,0,,
Siegfried Meister,1973,kitchen appliances,new,Europe,2.5,Consumer,angel,0,0,,
Silas Chou,1981,retail,new,East Asia,2.4,Consumer,angel,0,0,,
Silvio Berlusconi,1978,media,new,Europe,9,Media,angel,0,0,,
Simonpietro Salini,1936,construction,new,Europe,1.6,Constrution,angel,0,0,,
Sit Kwong Lam,1994,oil,new,East Asia,2,Energy,angel,0,0,,
Soichiro Fukutake,1955,publishing,new,East Asia,1.3,Other,angel,0,0,,
Solomon Lew,0,retail,new,North America,1.1,"Retail, Restaurant",angel,0,0,,
Song Zuowen,1978,"property, textile manufacturing",new,East Asia,1.9,Diversified financial,angel,0,0,,
Spiro Latsis,1938,shipping,new,Europe,3.2,Money Management,angel,0,0,,
Sri Prakash Lohia,1973,petrochemicals and textiles,new,East Asia,3.5,Non-consumer industrial,angel,0,0,,
Stanley Druckenmiller,1981,hedge funds,new,North America,3.1,Hedge funds,angel,0,0,,
Stanley Hubbard,1925,media,new,North America,2.3,Media,angel,0,0,,
Stanley Kroenke,1991,real estate/sports teams,new,North America,5.6,Other,angel,0,0,,
Stanley Perron,1959,mining,new,North America,1.8,Real Estate,angel,0,0,,
Stef Wertheimer,1952,industrial tools,new,Middle East/North Africa,5.3,Consumer,angel,0,0,,
Stefan Olsson,1939,shipping,new,Europe,2.5,Diversified financial,angel,0,0,,
Stefan Persson,1947, fashion, new,Europe,34.4,Consumer,angel,0,0,,
Stefan Quandt,1916,cars,new,Europe,14.9,Consumer,angel,0,0,,
Stefan Reimann-Andersen,1923,consumer goods,aquired,Europe,3.3,Consumer,angel,0,0,,
Stefan von Holtzbrinck,1948,publishing,new,Europe,1,Media,angel,0,0,,
Stefano Gabbana,1987,fashion,new,Europe,1.7,Consumer,angel,0,0,,
Stefano Pessina,1849,pharmaceuticals,aquired,Europe,10.4,"Retail, Restaurant",angel,0,0,,
Stein Erik Hagen,1977,groceries,new,Europe,5,"Retail, Restaurant",angel,0,0,,
Stelios Haji-Ioannou,1995,airline,new,Europe,3.1,"Retail, Restaurant",angel,0,0,,
Stephan Schmidheiny,1912,construction,new,Europe,3.3,Diversified financial,angel,0,0,,
"Stephen Bechtel, Jr.",1898,construction,new,North America,3.9,Constrution,angel,0,0,,
Stephen Bisciotti,1983,staffing company,new,North America,2.2,Other,angel,0,0,,
Stephen Jarislowsky,1955,investment mangagment,new,North America,1.6,Money Management,angel,0,0,,
Stephen Lansdown,1981,financial services,new,Europe,2.4,Money Management,angel,0,0,,
"Stephen Mandel, Jr.",1997,hedge funds,new,North America,2.1,Hedge funds,angel,0,0,,
Stephen Ross,1972,real estate,new,North America,5.4,Real Estate,angel,0,0,,
Stephen Saad,1997,pharmaceuticals,new,Sub-Saharan Africa,1.3,Technology-Medical,angel,0,0,,
Stephen Schwarzman,1985,private equity,new,North America,10,Private equity/leveraged buyout,angel,0,0,,
Steve Ballmer,1975,technology,new,North America,19.3,Technology-Computer,angel,0,0,,
Steve Case,1985,internet company,new,North America,1.2,Technology-Computer,angel,0,0,,
Steve Cohen,1992,hedge funds,new,North America,11,Hedge funds,angel,0,0,,
Steve Wynn,1973,casinos,new,North America,3.8,Real Estate,angel,0,0,,
Steven Rales,1979,venture capitalist,new,North America,3.6,Non-consumer industrial,angel,0,0,,
Steven Spielberg,1994,movies,new,North America,3.4,Media,angel,0,0,,
Steven Udvar-Hazy,1973,aircraft leasing,new,North America,3.6,Other,angel,0,0,,
Stewart Horejsi,1962,finance ,new,North America,1.1,Consumer,angel,0,0,,
Stewart Rahr,1944,pharmaceuticals,new,North America,1.9,Technology-Medical,angel,0,0,,
Stewart Resnick,1934,agriculture,aquired,North America,1.8,Consumer,angel,0,0,,
Suat Gunsel,1988,education,new,Europe,1.2,Real Estate,angel,0,0,,
Subhash Chandra,1976,media,new,South Asia,1.9,Media,angel,0,0,,
Sudhir Ruparelia,1985,banking,new,Sub-Saharan Africa,1.1,Real Estate,angel,0,0,,
Suh Kyung-Bae,1945,cosmetics,new,East Asia,2.8,Consumer,angel,0,0,,
Suhon Lin,1949,petrochemicals,new,East Asia,1.6,Non-consumer industrial,angel,0,0,,
Sukanto Tanoto,1973,lumber,new,East Asia,2.1,Diversified financial,angel,0,0,,
Sulaiman Al Rajhi,1957,Banking,new,Middle East/North Africa,1.9,Money Management,angel,0,0,,
Suleiman Kerimov,1989,oil,state owned enterprise,Europe,6.9,Diversified financial,angel,0,0,,
Sumner Redstone,1936,media,new,North America,6.2,Media,angel,0,0,,
Sun Guangxin,1989,energy,new,East Asia,3.4,Diversified financial,angel,0,0,,
Sun Hongbin,1994,real estate,new,North America,1.1,Real Estate,angel,0,0,,
Sun Piaoyang,1970,pharmaceuticals,new,East Asia,1.9,Technology-Medical,angel,0,0,,
Sun Pingfan,2003,sewing machines,new,East Asia,1.3,Consumer,angel,0,0,,
Sun Weijie,1997,oil exploration equipment,new,East Asia,2,Non-consumer industrial,angel,0,0,,
Suna Kirac,1926,"energy, retail, manufacturing",new,Middle East/North Africa,1.9,Diversified financial,angel,0,0,,
Sunil Mittal,1980,telecommunications,new,South Asia,5.7,Media,angel,0,0,,
Sunny Varkey,1959,education,new,South Asia,1.8,Other,angel,0,0,,
Surin Upatkoon,1983,telecom,new,East Asia,1.3,Media,angel,0,0,,
Susan Hirt Hagen,1925,insurance,new,North America,1.8,Money Management,angel,0,0,,
Susanne Klatten,1916,cars,new,Europe,17.4,Consumer,angel,0,0,,
Syed Mokhtar AlBukhary,1911,"rice trading, mining, infrastructure",privatization,East Asia,3.1,Diversified financial,angel,0,0,,
Sylvia Stroher,1927,hair care,new,Europe,2.1,Consumer,angel,0,0,,
Sze Man Bok,1985,diapers,new,East Asia,2.6,Consumer,angel,0,0,,
T.S. Kalyanaraman,1993,jewelry,new,South Asia,1,Consumer,angel,0,0,,
T.Y. Tsai,1954,financial services,new,East Asia,2.1,Money Management,angel,0,0,,
Tadashi Yanai,1963,apparel,new,East Asia,17.9,"Retail, Restaurant",angel,0,0,,
Taha Mikati,1982,telecommunications,new,Middle East/North Africa,3.1,Media,angel,0,0,,
Tahir family,1986,banking and real estate,new,East Asia,1.9,Diversified financial,angel,0,0,,
Taizo Son,2002,internet companies,new,East Asia,2.1,"Retail, Restaurant",angel,0,0,,
Takao Yasuda,1980,retail,new,East Asia,1.4,"Retail, Restaurant",angel,0,0,,
Takemitsu Takizaki,1974,technology,new,East Asia,6.6,Technology-Computer,angel,0,0,,
Tamara Gustavson,1972,self storage,new,North America,3.4,"Retail, Restaurant",angel,0,0,,
Tang Yiu,1981,footwear,new,East Asia,3,"Retail, Restaurant",angel,0,0,,
Ted Lerner,1952,real estate,new,North America,4.2,Real Estate,angel,0,0,,
Ted Turner,1970,media,aquired,North America,2.2,Media,angel,0,0,,
Teddy Sagi,1999,gambling software,new,Middle East/North Africa,2.5,"Retail, Restaurant",angel,0,0,,
Teh Hong Piow,1966,banking,new,East Asia,5.6,Money Management,angel,0,0,,
Terrence Pegula,1983,natural gas,new,North America,3.3,Energy,angel,0,0,,
Terry Gou,1974,technology,new,East Asia,5.4,Technology-Computer,angel,0,0,,
Thaksin Shinawatra,1986,mobile phones,new,East Asia,1.6,Diversified financial,angel,0,0,,
"Theo Albrecht, Jr.",1913,groceries,new,Europe,19.3,"Retail, Restaurant",angel,0,0,,
Theo Mueller,1896,dairy products,new,Europe,3.1,Consumer,angel,0,0,,
Theodore Rachmat,1998,"palm oil, mining",new,East Asia,1.9,Diversified financial,angel,0,0,,
Thomas and Raymond Kwok,1963,real estate,new,East Asia,12.6,Real Estate,angel,0,0,,
Thomas Bailey,1969,mutual funds,new,North America,1,Money Management,angel,0,0,,
Thomas Bruch,1828,food retail,new,Europe,2.1,"Retail, Restaurant",angel,0,0,,
"Thomas Frist, Jr.",1968,hospitals,new,North America,6.1,Technology-Medical,angel,0,0,,
Thomas Kaplan,1993,metals,new,North America,1,Diversified financial,angel,0,0,,
Thomas Lee,1974,leveraged buyout,new,North America,1.5,Private equity/leveraged buyout,angel,0,0,,
Thomas Meyer,1984,apparel retail,new,Europe,1.8,Consumer,angel,0,0,,
Thomas Peterffy,1977,stock brokerage,new,North America,8.8,Money Management,angel,0,0,,
Thomas Pritzker,1957,hotels,aquired,North America,2.9,Real Estate,angel,0,0,,
Thomas Sandell,1988,hedge funds,new,Europe,1.3,Hedge funds,angel,0,0,,
Thomas Schmidheiny,1912,cement,new,Europe,5.5,Constrution,angel,0,0,,
Thomas Secunda,1981, finance, new,North America,1.7,Media,angel,0,0,,
Thomas Siebel,1993,software,new,North America,2,Technology-Computer,angel,0,0,,
Thomas Steyer,1986,hedge funds,new,North America,1.6,Hedge funds,angel,0,0,,
Thomas Straumann,1954,dental implants,new,Europe,1.1,Consumer,angel,0,0,,
Thomas Struengmann,1986,pharmaceuticals,new,Europe,3.5,Technology-Medical,angel,0,0,,
Thongma Vijitpongpun,1993,real estate,new,East Asia,1.2,Real Estate,angel,0,0,,
Tian Ming,1990,measuring instruments,new,East Asia,1.2,Non-consumer industrial,angel,0,0,,
Tilman Fertitta,1980,restaurant,aquired,North America,2.4,"Retail, Restaurant",angel,0,0,,
Timothy Boyle,1938,apparel,new,North America,1.1,Consumer,angel,0,0,,
Timothy Headington,1978,oil,new,North America,2.5,Energy,angel,0,0,,
Timur Kulibaev,1923,banking,privatization,South Asia,1.8,Money Management,angel,0,0,,
Tiong Hiew King,1976,timber,new,East Asia,1.8,Mining and metals,angel,0,0,,
Todd Wagner,1995,entertainment,new,North America,1.4,Media,angel,0,0,,
Tom Benson,1962,"cars, finance",new,North America,1.5,Other,angel,0,0,,
Tom Golisano,1971,payroll processing ,new,North America,2.1,Other,angel,0,0,,
Tom Gores,1995,private equity,new,North America,2.9,Private equity/leveraged buyout,angel,0,0,,
Tom Love,1964,truck stops,new,North America,1.8,"Retail, Restaurant",angel,0,0,,
Tong Jinquan,1992,real estate,new,East Asia,2.7,Real Estate,angel,0,0,,
Tony Tan Caktiong,1978,restaurant,new,East Asia,1.7,"Retail, Restaurant",angel,0,0,,
Tor Peterson,1974,mining,new,North America,2.2,Mining and metals,angel,0,0,,
Torbjorn Tornqvist,1997,oil trading,new,Europe,2.6,Energy,angel,0,0,,
Tory Burch,2004,fashion,new,North America,1,Consumer,angel,0,0,,
Trevor Rees-Jones,1994,oil,new,North America,4.5,Energy,angel,0,0,,
Tsai Cheng-da,1962,financial services,new,East Asia,1.8,Money Management,angel,0,0,,
Tsai Eng-Meng,1962,food,new,East Asia,9.5,Consumer,angel,0,0,,
Tsai Hong-tu,1962,financial services,new,East Asia,2,Money Management,angel,0,0,,
Tsai Ming-Kai,1997,semiconductors,new,East Asia,1.6,Technology-Computer,angel,0,0,,
Tsai Wan-Tsai,1961,banking,new,East Asia,7.6,Money Management,angel,0,0,,
Tseng Shin-Yi,1949,petrochemicals,new,East Asia,1.9,Non-consumer industrial,angel,0,0,,
Tu Jianhua,0,motorcycles,new,East Asia,1.2,Consumer,angel,0,0,,
Ty Warner,1986,toys,new,North America,2.6,Real Estate,angel,0,0,,
Uday Kotak,1985,banking,new,South Asia,3.8,Money Management,angel,0,0,,
Vadim Moshkovich,1995,aigriculture,new,Europe,1.3,Consumer,angel,0,0,,
Vadim Novinsky,1995,steel,new,Europe,1.5,Non-consumer industrial,angel,0,0,,
Vagit Alekperov,1990,oil,new,Europe,13.6,Energy,angel,0,0,,
Valery Kogan,1992,airport,new,Europe,2.5,Real Estate,angel,0,0,,
Vanich Chaiyawan,1942,life insurance,new,East Asia,3.7,Money Management,angel,0,0,,
Vasily Anisimov,1999,real estate and metals,new,Europe,2.6,Mining and metals,angel,0,0,,
Venugopal Dhoot,1979,television,new,South Asia,1.6,Technology-Computer,angel,0,0,,
Vichai Srivaddhanaprabha,1989,retail,new,East Asia,1.5,"Retail, Restaurant",angel,0,0,,
Victor Civita Neto,1950,media,new,Latin America,1.1,Media,angel,0,0,,
Victor Fung,1906,supply chain,new,North America,2.3,Other,angel,0,0,,
Victor Gradin,1944,construction,new,Latin America,1.5,Constrution,angel,0,0,,
Victor Pinchuk,1983,pipelines,new,Europe,3.2,Non-consumer industrial,angel,0,0,,
Vikram Lal,1948,automobiles,new,South Asia,1.1,Consumer,angel,0,0,,
Viktor Rashnikov,1925,iron and steel,privatization,Europe,2.8,Non-consumer industrial,angel,0,0,,
Viktor Vekselberg,1990,"aluminum, oil",new,Europe,17.2,Mining and metals,angel,0,0,,
Vincent Bollore,1822,paper manufacturing/investment,new,Europe,7.4,Diversified financial,angel,0,0,,
Vincent Lo,1971,construction,new,East Asia,2.1,Real Estate,angel,0,0,,
